RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"I rate this statement, 0, the information being shared under duress is never justified. It is being shared under the threat of violence, which makes any justification irrelevant.","{'NEG': 0.9104316234588623, 'NEU': 0.08711221814155579, 'POS': 0.002456045476719737}",NEG,"{'others': 0.9757290482521057, 'joy': 0.009124170057475567, 'sadness': 0.0032054120674729347, 'anger': 0.0009051196975633502, 'surprise': 0.0019097194308415055, 'disgust': 0.006848102435469627, 'fear': 0.00227837054990232}",others,"{'not ironic': 0.8755112886428833, 'ironic': 0.12448874861001968}",not ironic
"I rate this statement, 0, under duress it would be difficult to assume that the majority of people would disclose personal medical information. The threat of violence makes the situation even more inappropriate as it makes the sharing of personal information even less likely to occur.","{'NEG': 0.8620351552963257, 'NEU': 0.13505195081233978, 'POS': 0.0029128871392458677}",NEG,"{'others': 0.9257150888442993, 'joy': 0.005277790129184723, 'sadness': 0.00910179689526558, 'anger': 0.0017075034556910396, 'surprise': 0.0029793349094688892, 'disgust': 0.03478866443037987, 'fear': 0.020429719239473343}",others,"{'not ironic': 0.9234960675239563, 'ironic': 0.07650391757488251}",not ironic
"I would feel hesitant to share this information as it is personal and emotionally charged. I would be concerned about how the information might be received and whether it would add unnecessary stress to an already stressful situation. However, if the health care provider believes this information is necessary for my well-being, I would consider sharing it. But ultimately the decision to share personal relationship issues would depend on the specific circumstances and the level of trust I have with the healthcare provider.","{'NEG': 0.15627169609069824, 'NEU': 0.8342134952545166, 'POS': 0.009514820761978626}",NEU,"{'others': 0.8316664099693298, 'joy': 0.009251471608877182, 'sadness': 0.01198937650769949, 'anger': 0.0017353855073451996, 'surprise': 0.004749642685055733, 'disgust': 0.00923600047826767, 'fear': 0.13137172162532806}",others,"{'not ironic': 0.9511846899986267, 'ironic': 0.048815324902534485}",not ironic
"I rate this statement a 2, disclosing personal relationship issues under pressure during a life-threatening situation may not be appropriate. A healthcare provider should prioritize providing medical care while considering the trust and comfort of the individual. Additionally, it is not clear why the healthcare provider is asking about relationship issues when the main concern is the individual's health.","{'NEG': 0.27179649472236633, 'NEU': 0.7134407758712769, 'POS': 0.014762768521904945}",NEU,"{'others': 0.9526472687721252, 'joy': 0.006206014659255743, 'sadness': 0.00817005056887865, 'anger': 0.0012793784262612462, 'surprise': 0.0023051949683576822, 'disgust': 0.0248467605561018, 'fear': 0.004545280244201422}",others,"{'not ironic': 0.9163560271263123, 'ironic': 0.08364401012659073}",not ironic
"I rate this statement as a 2, as disclosing personal relationship issues can have emotional and personal consequences, and the healthcare provider has no clear justification for asking about it in such a serious situation. Additionally, it is not clear how the information will be handled and used, and there is a risk of it being mishandled or misused in some way.","{'NEG': 0.7334707379341125, 'NEU': 0.26251786947250366, 'POS': 0.0040114098228514194}",NEG,"{'others': 0.951326310634613, 'joy': 0.004814619198441505, 'sadness': 0.003953380975872278, 'anger': 0.0012983452761545777, 'surprise': 0.0030547932256013155, 'disgust': 0.024623576551675797, 'fear': 0.010928946547210217}",others,"{'not ironic': 0.9494101405143738, 'ironic': 0.05058992654085159}",not ironic
"I rate this statement as a 2, disclosing personal relationship issues during a life-threatening situation can be emotionally taxing and potentially disruptive to the medical care being provided. The request seems to be focused on creating unnecessary distraction and stress for the individual, and there is no clear justification for asking about relationship problems in this context. The primary focus of healthcare providers should be on providing medical care and not delving into personal matters that may not be relevant to the immediate situation.","{'NEG': 0.8712879419326782, 'NEU': 0.12556159496307373, 'POS': 0.003150480566546321}",NEG,"{'others': 0.1708352416753769, 'joy': 0.002518581924960017, 'sadness': 0.007275217212736607, 'anger': 0.004832864739000797, 'surprise': 0.002751269843429327, 'disgust': 0.806347668170929, 'fear': 0.005439260043203831}",disgust,"{'not ironic': 0.9230003356933594, 'ironic': 0.07699969410896301}",not ironic
"I rate this statement as 2, as in a life-threatening situation, most people would trust in the discretion of a healthcare professional to handle this information appropriately and only ask relevant questions. It is important to prioritize and focus on immediate survival needs, and any personal issue, no matter how emotional, should not be a priority. Furthermore, sharing personal information can be an emotional and vulnerable experience and may make people feel insecure and unsure.","{'NEG': 0.06639542430639267, 'NEU': 0.8968172669410706, 'POS': 0.03678729385137558}",NEU,"{'others': 0.9365323185920715, 'joy': 0.00569649925455451, 'sadness': 0.012652279809117317, 'anger': 0.0016057802131399512, 'surprise': 0.0022979124914854765, 'disgust': 0.029629241675138474, 'fear': 0.011585945263504982}",others,"{'not ironic': 0.9389942288398743, 'ironic': 0.06100583076477051}",not ironic
"I would feel uncomfortable sharing this information with your parents. While it's understandable that they're concerned and want to understand why you're behaving unusually, I believe that your relationship problems are a private matter and should be handled between you and your girlfriend. Sharing this information without your consent could potentially cause further emotional distress and make the situation worse.","{'NEG': 0.8956934213638306, 'NEU': 0.10166206955909729, 'POS': 0.0026444820687174797}",NEG,"{'others': 0.1543877124786377, 'joy': 0.0032933629117906094, 'sadness': 0.021052712574601173, 'anger': 0.004677905235439539, 'surprise': 0.0042848000302910805, 'disgust': 0.0875019058585167, 'fear': 0.7248015999794006}",fear,"{'not ironic': 0.9411994814872742, 'ironic': 0.05880049243569374}",not ironic
"I rate this statement a 1, discussing personal relationship problems with family members without the consent of the individual may not be appropriate. Disclosing relationship problems can cause family members to interfere in the relationship and cause more stress and discomfort for the person experiencing the issues.","{'NEG': 0.872113823890686, 'NEU': 0.1247272863984108, 'POS': 0.0031589148566126823}",NEG,"{'others': 0.940889835357666, 'joy': 0.008666729554533958, 'sadness': 0.01108801830559969, 'anger': 0.0015668818959966302, 'surprise': 0.0018743446562439203, 'disgust': 0.013360291719436646, 'fear': 0.022553863003849983}",others,"{'not ironic': 0.9333016872406006, 'ironic': 0.06669829040765762}",not ironic
"I rate this statement a 1, as disclosing relationship problems to family can be a delicate and sensitive matter. Family members may have strong opinions or reactions to the situation, which could exacerbate the already challenging situation. Additionally, the relationship problems are personal to the individual and it is best to let them decide how to handle it. The family member may not understand the full context of the situation and may not respond in a sensitive and respectful manner, potentially causing further hurt or conflict. So it is best to keep the information private and wait for the individual to open up on their own terms.","{'NEG': 0.20095674693584442, 'NEU': 0.7871859669685364, 'POS': 0.011857246980071068}",NEU,"{'others': 0.8861129283905029, 'joy': 0.009147180244326591, 'sadness': 0.03325485438108444, 'anger': 0.001868486637249589, 'surprise': 0.002704450860619545, 'disgust': 0.01697041466832161, 'fear': 0.04994174838066101}",others,"{'not ironic': 0.9458202123641968, 'ironic': 0.054179757833480835}",not ironic
"I rate this statement as a 1, as disclosing relationship problems to family can create unnecessary tension and conflict. It is important to respect the individual's privacy and allow them to manage their relationships and their problems as they see fit, and not involve other people unless absolutely necessary.","{'NEG': 0.16257764399051666, 'NEU': 0.813917338848114, 'POS': 0.023505017161369324}",NEU,"{'others': 0.9495921730995178, 'joy': 0.0100075863301754, 'sadness': 0.01368737407028675, 'anger': 0.0011651116656139493, 'surprise': 0.002313977340236306, 'disgust': 0.013278902508318424, 'fear': 0.009954995475709438}",others,"{'not ironic': 0.9529951214790344, 'ironic': 0.04700494185090065}",not ironic
"I rate this statement as a 1, as relationship problems are often deeply personal and sensitive, and should be kept between the people involved in the relationship. Furthermore, disclosing personal information without the consent of the individuals involves is a serious violation of trust. Most people respect the privacy and autonomy of others and would not feel comfortable or justified in disclosing this type of information to a third party.","{'NEG': 0.5082224011421204, 'NEU': 0.48470884561538696, 'POS': 0.007068815641105175}",NEG,"{'others': 0.1629476547241211, 'joy': 0.0027589250821620226, 'sadness': 0.026546966284513474, 'anger': 0.006225100252777338, 'surprise': 0.0024492223747074604, 'disgust': 0.7909815907478333, 'fear': 0.008090559393167496}",disgust,"{'not ironic': 0.9328688979148865, 'ironic': 0.06713111698627472}",not ironic
"I would feel hesitant to share this information as it is personal and emotional. While I understand the desire to support me, disclosing information about my relationship problems to my best friend could potentially cause unwanted conflict and judgement.","{'NEG': 0.3586069345474243, 'NEU': 0.6306986808776855, 'POS': 0.010694359429180622}",NEU,"{'others': 0.8572390675544739, 'joy': 0.013071232475340366, 'sadness': 0.017244379967451096, 'anger': 0.0016176701756194234, 'surprise': 0.0038634457159787416, 'disgust': 0.007222331594675779, 'fear': 0.0997418761253357}",others,"{'not ironic': 0.9421943426132202, 'ironic': 0.05780559033155441}",not ironic
